software,Link,Description,Year,Last Modified,,,,,,,,,,,,,,
Apache httpd,http://serverfault.com/questions/404162/ec2-apache-server-giving-some-old-browsers-a-self-signed-certificate,ec2 apache server giving some old browsers a self signed certificate,2012,2012,,,,,,,,,,,,,,
Apache httpd,http://serverfault.com/questions/427396/htaccess-does-not-ask-the-password,htaccess does not ask the password,2012,2018,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/549381/puppet-installs-too-many-dependencies,how to check and change permissions of files and folders for web server in windo,2013,2013,,,,,,,,,,,,,,
Apache httpd,http://serverfault.com/questions/155825/starting-apache-2-at-boot-on-mac-os-x-server-10-6,starting apache 2 at boot on mac os x server 10 6,2010,2010,,,,,,,,,,,,,,
Apache httpd,http://serverfault.com/questions/120511/apache-permission-errors,apache permission errors,2010,2010,,,,,,,,,,,,,,
Apache httpd,http://serverfault.com/questions/376466/apache-virtualhost-entry-with-windows-hostname,apache virtualhost entry with windows hostname,2012,2012,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/21345022/hadoop-is-not-showing-my-job-in-the-job-tracker-even-though-it-is-running/21355549,Hadoop is not showing my job in the job tracker even though it is running,2014,2015,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/843299/cant-get-any-browser-to-prompt-for-a-client-certificate-certificates-on-apache,Can't Get Any Browser to Prompt for A Client Certificate (Certificates on Apache),2017,2017,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/868118/httpd-overwrite-conf-file-directive-with-conf-d-directive,httpd overwrite conf file directive with conf.d directive,2017,2017,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/18218377/nginx-mysterious-error-despite-right-configuration,nginx mysterious error despite right configuration,2013,2013,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/6174500/log4j-appenders-for-spring-dependencyinjectiontestexecutionlistener,Log4j appenders for spring DependencyInjectionTestExecutionListener,2011,2011,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/932600/nginx-proxy-configuration-error-crit-pread,Nginx proxy configuration error: [crit] pread(),2018,2018,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/22743582/error-configuration-with-name-default-not-found-in-android-studio,Error: Configuration with name 'default' not found in Android Studio,2014,2018,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/418101/apache-client-denied-by-server-configuration-despite-allowing-access-to-direc,"Apache “Client denied by server configuration”, despite allowing access to directory (vhost configuration)",2012,2020,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/706764/apache-redirect-domain-to-subfolder-to-virtualhost,Too many redirect when trying to redirect domain to subfolder to VirtualHost,2015,2018,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/46871/apache-configuration-for-drupal-multisite,apache configuration for drupal multisite,2009,2009,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/368100/displaying-custom-error-pages-on-different-virtualhosts-in-apache,Cannot display custom error pages on different VirtualHosts in Apache,2012,2015,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/568010/apache-url-resolution-serve-html-file-as-directory,Cannot serve html file as directory,2014,2014,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/748001/the-apache2handler-sapi-is-not-supported-by-pthreads,The apache2handler SAPI is not supported by pthreads,2016,2019,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/769356/apache2-ssl-is-not-working,SSL is not working,2016,2017,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/751245/apache-2-4-ubuntu-access-denied-for-cgi-bin,client denied by server configuration: /var/www/cgi-bintest.pl,2016,2016,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/229981/how-to-get-html-css-jpg-pages-server-by-both-apache-tomcat-with-mod-jk,Cannot get html/css/jpg pages server by both apache & tomcat with mod_jk,2011,2011,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/225201/apache-return-500-error-with-authentication-by-ldap-secure-port-ldaps,Apache return 500 error with authentication by LDAP secure port (ldaps),2011,2011,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/748780/apache-2-2-cut-very-long-urls-from-wildfly,Apache 2.2 cut very long URLs from Wildfly,2016,2017,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/677405/why-apache-returns-error-message-in-body-while-returning-200-status-code,apache returns error message in body while returning 200 status code,2015,2016,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/972940/apache-hangs-after-every-2-3-weeks-with-closed-wait-connections-increasing-unti,"Apache hangs after every 2-3 weeks, with closed_wait connections increasing until it is restarted",2019,2021,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/835792/apache-2-4-with-kerberos-auth-and-ldap-authorization,"AH01711: auth_ldap authorise: User DN not found, User not found",2017,2024,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/996671/ah01630-client-denied-by-server-configuration-does-server-configuration-mean,AH01630: client denied by server configuration,2019,2019,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/534515/apache-load-balancing-proxy-bypass-not-working,Apache Load Balancing Proxy bypass not working,2013,2017,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/731642/start-apache-despite-error-in-virtual-hosts-ssl-certificate-file,error in Virtual Host's SSL certificate file,2015,2020,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/626832/apache-vhost-configuration-for-port-forwarding,Error when trying to get the hang of the reverse proxy features in Apache,2014,2014,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/744162/ssl-certificate-error-in-apache-2-4,SSL Certificate error in Apache 2.4,2015,2015,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/525429/why-cant-i-change-document-root-in-apache-without-error,can't change document root in apache,2013,2022,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/818292/winnt-apache-mpm-threadsperchild-configuration-on-windows-server-2008-r2,WINNT Apache MPM “ThreadsPerChild” configuration on Windows Server 2008 R2,2016,2017,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/393733/openssl-0-9-on-centos-not-generating-ssl-cert-correctly,OpenSSL 0.9 on CentOS Not Generating SSL Cert Correctly,2012,2012,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/22658769,How to change the language used within the Cygwin terminal?,2014,2022,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/799178/nginx-php-fastcgi-permission-issue,Nginx/Php Fastcgi permission issue,2016,2016,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/38279643,Error : No unix socket support on windows connecting mongodb,2016,2019,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/5376427,Can't connect to local MySQL server through socket '/var/mysql/mysql.sock',2011,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/6934411,Solr DataImportHandler not found,2011,2016,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/26189699,ASP.Net MVC4 configuration error after installing MySQL Connector .NET,2014,2020,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/44301644,"Symfony - Nginx Configuration error : FastCGI sent in stderr ""Primary script unknown""",2017,2018,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/12619754,Log4j different appenders for different log levels using properties file,2012,2018,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/13502722,log4j2 - limiting the number of log files,2012,2015,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/21471408,My log4j2 log file always have double output of each line. How can I stop the duplication please?,2014,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/1041548,log4j appender threshold and category,2009,2012,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/61265859,How do I write error info in a separate file using log4j,2020,2020,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/16868011,How do I configure logback to gzip my logs automatically?,2013,2019,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/3456159,How to shrink/purge ibdata1 file in MySQL,2010,2024,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/11061788,correct configuration for nginx to localhost?,2012,2024,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/31479341,"nginx ""server"" directive with multiple ""server_name"" entries: always first one is passed to PHP's $_SERVER['SERVER_NAME']",2015,2016,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/25993826,ERR_CONTENT_LENGTH_MISMATCH on nginx and proxy on Chrome when loading large files,2014,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/16573668,Best practices when running Node.js with port 80 (Ubuntu / Linode) [closed],2013,2019,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/22684807,Spring Boot JPA - configuring auto reconnect,2014,2020,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/2724820,Tomcat - How to limit the maximum memory Tomcat will use,2010,2016,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/12308149,How do I increase the RAM and set up host-only networking in Vagrant?,2012,2017,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/42118651,How to set Python language specific tab spacing in Visual Studio Code?,2017,2024,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/23213538,beanstalkd driver configuration error in laravel app,2014,2016,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/744415/nginx-rewrite-with-index-configuration-error,nginx rewrite with index configuration error,2015,2015,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/48807/no-input-file-specified-error-nginx-fcgi-when-requesting-non-existant-p,'No Input file specified' error - NginX / fcgi - when requesting non-existant .php file,2009,2024,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/921985/gitlab-behind-nginx-doesnt-work,GitLab behind nginx doesn't work,2018,2018,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/17475587,Setup mod_proxy on apache http server,2013,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/64793839,Barman geo-redundancy configuration error,2020,2020,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/37149842,Redirect to 127.0.0.1 when access a wordpress hosted with apache and nginx in proxy,2016,2020,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/26548505,org.hibernate.HibernateException: Access to DialectResolutionInfo cannot be null when 'hibernate.dialect' not set,2014,2024,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/26794334,Spring-Boot MVC Template Not Loading (404 Not Found),2014,2021,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/1067334/how-to-set-the-allowed-url-length-for-a-nginx-request-error-code-414-uri-too,"How to set the allowed url length for a nginx request (error code: 414, uri too large)",2009,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/10470109/error-502-in-nginx-php5-fpm,Error 502 in nginx + php5-fpm,2012,2017,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/24773369/why-is-custom-error-page-not-working-in-my-nginx-configuration,Why is Custom Error Page not working in my nginx configuration?,2014,2014,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/17808787/file-not-found-when-running-php-with-nginx,File Not Found when running PHP with Nginx,2013,2024,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/2781683,WCF client endpoint: SecurityNegotiationException without <dns>,2010,2017,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/816246/nginx-server-block-configuration-for-hosting-multiple-websites-on-ubuntu-16-04,NGINX server block configuration for hosting multiple websites on Ubuntu 16.04,2016,2016,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/53952886/how-to-upload-an-image-using-nodejs-nginx-and-base64-413-payloadtoolargeerror,"How to upload an image using NodeJS, Nginx and base64? (413 PayloadTooLargeError: request entity too large)",2018,2018,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/56588647/proxy-protocol-with-nginx-lxd-lxc-and-kong,"Proxy Protocol with NGinx, LXD/LXC and Kong",2019,2019,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/68334352/nginx-ssl-react-node-response-is-timeout,"nginx ssl + react + node, response is timeout",2021,2021,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/62352790/websockets-not-working-on-ios-and-safari-ossstatus-error-9837,Websockets not working on iOS and Safari - OSSStatus Error 9837,2020,2021,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/56823594/cannot-use-url-to-navigate-in-react-through-nginx,Cannot use url to navigate in react through nginx,2019,2019,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/63774412/nginx-not-serving-the-sitemap-file,nginx not serving the sitemap file,2020,2020,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/63289848/kubernetes-nginx-ingress-error-with-configuration-snippet,kubernetes nginx ingress error with configuration-snippet,2020,2020,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/57240475/nginx-configuration-for-node-subdomain-gives-502-error,nginx configuration for node subdomain gives 502 error,2019,2022,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/36656575,Hibernate reverse engineering in eclipse from SQL Server Express R2,2016,2016,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/15100251,AVD hardware buttons not enabled,2013,2020,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/18218377/nginx-mysterious-error-despite-right-configuration,"nginx: [emerg] ""fastcgi_pass"" directive is not allowed here",2013,2013,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/3361198,Configuration Error,2010,2010,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/47009074,Configuration Error: Missing Region in Config (AWS),2017,2021,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/12544725,"""A configuration with this name already exists"" error in eclipse run configurations",2012,2022,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/21012799,Why do I need to configure the SQL dialect of a data source?,2014,2017,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/40526643,Injection of autowired dependencies failed; nested exception is java.lang.NoClassDefFoundError: org/hibernate/cfg/Configuration,2016,2016,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/10055695,Error Caused by: org.hibernate.HibernateException: Could not instantiate connection provider [org.connection.C3P0ConnectionProvider],2012,2013,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/9794985,Config Error: This configuration section cannot be used at this path,2012,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/3325803,log4j log message during log4j initialization,2010,2019,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/12141309,Log4net configuration error,2012,2013,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/39369367,increase max_allowed_packet size in mysql docker,2016,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/38375588,Nginx reverse proxy to Heroku fails SSL handshake,2016,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/31348346,ReSharper configuration error for href,2015,2015,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/47101743,How to display auto-configuration report when running a Spring Boot application,2017,2021,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/2514445,Turning off auto indent when pasting text into vim,2010,2023,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/422271/nginx-installation-on-ubuntu-giving-500-error,Nginx Installation on Ubuntu giving 500 error,2012,2012,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/1022324/nginx-cannot-serve-with-permission-error,Nginx cannot serve with permission error,2020,2020,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/9459892,how to define a host with https in action_mailer.default_url_options,2012,2014,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/40726505,"What does ""resource varying by configuration"" error mean?",2016,2016,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/10873295,"Error message ""Forbidden You don't have permission to access / on this server"" [closed]",2012,2022,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/238183,Is possible to change the default diff tool in Mercurial?,2008,2024,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/28849293,"How to make sql-mode=""NO_ENGINE_SUBSTITUTION"" permanent in MySQL my.cnf",2015,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/39968344,"nginx 'invalid number of arguments in ""map"" directive'",2016,2019,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/2048667,Maven Cobertura OutOfMemoryError,2010,2010,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/64268764/nginx-php-fpm-scaling-issues-on-aws-ec2-instance,Nginx + Php Fpm scaling issues on AWS EC2 instance,2020,2020,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/38514312/deal-with-postgresql-error-canceling-statement-due-to-conflict-with-recovery-i/39450919#39450919,Deal with Postgresql Error -canceling statement due to conflict with recovery- in psycopg2,2016,2022,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/6861945/postgresql-failing-with-below-error-on-lion-os-x/6873108#6873108,postgresql failing with below error on lion os x,2011,2012,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/53202663/dump-and-zip-file-can-not-resore-odoo-8-how-to-solve-it/53203007#53203007,"Dump and Zip file can not resore odoo 8, how to solve it?",2018,2018,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/60211967/django-throws-operationalerror-index-row-requires-35424-bytes-maximum-size-is/60212208#60212208,"Django throws OperationalError : index row requires 35424 bytes, maximum size is 8191",2020,2020,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/9904234/log-firing-of-triggers-in-postgres-9-1/9906996#9906996,Log firing of triggers in postgres 9.1,2012,2012,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/28311825/root-execution-of-the-postgresql-server-is-not-permitted/28312590#28312590,“root” execution of the PostgreSQL server is not permitted,2015,2024,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/14540570/how-can-i-get-psql-to-work-in-ubuntu-from-shell-psql-u-admin-d-mydb/14540639#14540639,How can I get psql to work in ubuntu from shell: $ psql -U admin -d mydb,2013,2014,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/5975369/got-error-while-creating-database-in-postgres/5977337#5977337,Got error while creating database in postgres,2011,2011,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/59771622/postgresql-v12-create-temp-table-runs-out-of-shared-memory-can-i-create-on-disk/59774066#59774066,"PostgreSQL V12 create temp table runs out of shared memory, can I create on disk?",2020,2020,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/60297213/master-datasources-xml-content-always-revert-back-to-initial-configuration-when/60298198#60298198,master-datasources.xml content always revert back to initial configuration when I start wso2server 5.9,2020,2020,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/28188681/what-steps-should-i-follow-to-get-postgresql-into-development-in-my-rails-app/28190514#28190514,What steps should I follow to get postgresql into development in my Rails app?,2015,2015,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/64201305/kubernetes-persistent-volume-mount-for-pgadmin/64210956#64210956,Kubernetes persistent volume mount for PgAdmin,2020,2020,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/41419008/best-practice-for-running-programmatic-postgres-db-migrations-on-linux/41425871#41425871,Best Practice for Running Programmatic Postgres DB Migrations on Linux,2017,2017,,,,,,,,,,,,,,
PostgreSQL,https://serverfault.com/questions/905181/postgresql-and-the-linux-kernel/905266#905266,PostgreSQL and the Linux Kernel,2018,2018,,,,,,,,,,,,,,
PostgreSQL,https://serverfault.com/questions/1006099/postgresql-10-and-ubuntu-unable-to-postgresql-server-up/1006279#1006279,Postgresql 10 and Ubuntu - Unable to postgresql server UP,2020,2020,,,,,,,,,,,,,,
PostgreSQL,https://serverfault.com/questions/913951/postfix-is-looking-for-etc-aliases-db-for-some-reason-instead-of-using-postgres/913960#913960,Postfix is looking for /etc/aliases.db for some reason instead of using Postgresql db,2018,2018,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/47773744/high-availability-of-spark-driver/47773828#47773828,high availability of spark driver,2017,2017,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/39507577/application-rejected-by-queue-placement-policy/43579679#43579679,application rejected by queue placement policy,2016,2019,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/34390854/spark-self-suppression-not-permitted-when-writing-big-file-to-hdfs/34392213#34392213,Spark: Self-suppression not permitted when writing big file to HDFS,2015,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/19678518/map-reduce-error-on-smoke-test/19824263#19824263,map reduce error on smoke test,2013,2013,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/56259853/why-aws-is-rejecting-my-connections-when-i-am-using-wholetextfiles-with-pyspar/56266816#56266816,Why AWS is rejecting my connections when I am using wholeTextFiles() with pyspark?,2019,2019,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/17162679/pig-join-gets-outofmemoryerror-in-reducer-when-mapred-job-shuffle-input-buffer-p/18227433#18227433,pig join gets OutOfMemoryError in reducer when mapred.job.shuffle.input.buffer.percent=0.70,2013,2014,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/34245682/could-only-be-replicated-to-0-nodes-instead-of-minreplication-1-there-are-4/34250778#34250778,could only be replicated to 0 nodes instead of minReplication (=1). There are 4 datanode(s) running and no node(s) are excluded in this operation,2015,2016,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/60448972/reading-nested-data-from-elasticsearch-via-spark-scala/60451418#60451418,Reading Nested data from ElasticSearch via Spark Scala,2020,2020,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/390779/500-internal-server-error-when-setting-up-apache-on-localhost,500 Internal Server Error when setting up Apache on localhost,2012,2012,,,,,,,,,,,,,,
news,https://virtualizationreview.com/articles/2017/06/21/configuration-error-leads-to-another-aws-data-breach.aspx,,2017,2017,,,,,,,,,,,,,,
news,https://techgenix.com/android-users-data-leak/,,2023,2024,,,,,,,,,,,,,,
news,https://www.itpro.co.uk/security/32732/nasa-employee-data-exposed-for-at-least-three-weeks-due-to-misconfigured-web-app,,2019,2019,,,,,,,,,,,,,,
news,https://www.wired.com/story/voter-records-exposed-database/,,2017,2017,,,,,,,,,,,,,,
news,https://www.upguard.com/breaches/verizon-cloud-leak,,2017,2017,,,,,,,,,,,,,,
news,https://www.healthcareitnews.com/news/63500-patient-records-breached-new-york-providers-misconfigured-database,,2018,2018,,,,,,,,,,,,,,
news,https://www.healthcareitnews.com/news/long-island-provider-exposes-data-42000-patients-misconfigured-database,,2018,2018,,,,,,,,,,,,,,
news,https://securitydiscovery.com/document-management-company-leaks-data-online/,,2023,2023,,,,,,,,,,,,,,
news,https://www.zdnet.com/article/database-leaks-data-on-most-of-ecuadors-citizens-including-6-7-million-children/,,2019,2019,,,,,,,,,,,,,,
news,https://www.itnews.com.au/news/azure-misconfiguration-exposed-millions-of-isoc-members-info-576120,,2022,2022,,,,,,,,,,,,,,
news,https://arstechnica.com/information-technology/2022/03/ddosers-use-new-method-capable-of-amplifying-traffic-by-a-factor-of-4-billion/,,2022,2022,,,,,,,,,,,,,,
news,https://thehackerblog.com/hacking-guatemalas-dns-spying-on-active-directory-users-by-exploiting-a-tld-misconfiguration/index.html,,2017,2017,,,,,,,,,,,,,,
news,https://www.businessinsider.com.au/stolen-data-of-533-million-facebook-users-leaked-online-2021-4,,2021,2021,,,,,,,,,,,,,,
news,https://nvd.nist.gov/vuln/detail/CVE-2000-0525,,2000,2017,,,,,,,,,,,,,,
Others,https://serverfault.com/questions/560535/3ware-card-in-raid-5-configuration-slow-and-causes-load-when-writing,,2013,2013,,,,,,,,,,,,,,
MySQL,https://serverfault.com/questions/423051/mysql-slow-query-log-logging-all-queries,MySQL slow query log logging all queriMYSQLes,2012,2012,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/28436237/why-is-php-composer-so-slow,Why is PHP Composer so slow?,2015,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/32699586/kryo-serialization-error-in-spark-job/32700557#32700557,Kryo serialization error in Spark job,2015,2015,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/28160982/how-to-make-nginx-cors-configuration-work-when-server-returns-error,How to make nginx CORS configuration work when server returns error?,2015,2018,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/1024209/docker-apache-and-angular,giving a 502 error when retrieving the static files,2020,2022,,,,,,,,,,,,,,
MySQL,http://serverfault.com/questions/178303/mysql-binlog-not-logging,mysql binlog not logging,2010,2010,,,,,,,,,,,,,,
PHP,https://serverfault.com/questions/19561/how-can-i-display-and-log-php-errors-on-iis7/1033328#1033328,How can I display and log PHP errors on IIS7?,2009,2020,,,,,,,,,,,,,,
PHP,https://serverfault.com/questions/78636/php-mail-on-windows-webserver-2008,when I try to use the mail() function in oder to programmatically send emails via PHP. Then I get this error:,2009,2009,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/745234/nginx-varnish-php-fpm-blank-pages,NginX->Varnish->PHP-FPM Blank pages，put nginx in front of Varnish failed,2015,2016,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/223500/blank-page-wordpress-on-nginxphp-fpm,Blank Page: wordpress on nginx+php-fpm（unable to serve anything but blank pages.,2011,2024,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/162802/apache-httpd-client-denied-by-server-configuration-htaccess-even-when-htac,Apache HTTPD: “client denied by server configuration: .htaccess” Even When .htaccess is Blank,2010,2013,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/963770/apache-2-4-mutual-authentication-ah01797-client-denied-by-server-configuratio,Apache 2.4 mutual authentication - AH01797: client denied by server configuration,2019,2019,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/3584713,ImportError: No module named django.core.handlers.wsgi in install django mod_wsgi config on apache,2010,2013,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/8309465,Popen does not work anymore with apache/wsgi and python 2.7.2?,2011,2011,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/61927814,How to disable open browser in CRA?,2020,2024,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/13620051,"Heroku push of django app gets ""No module named psycopg2.extensions""",2012,2021,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/16302273,Error on python web page,2013,2013,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/363904/how-to-fix-404-not-found-error-on-nginx-configuration,"How to fix ""404 not found"" error on nginx configuration",2012,2012,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/482251/ssl-site-returns-bad-gateway-error-in-ie-works-fine-in-other-browsers,"SSL Site Returns Bad Gateway Error in IE, Works Fine In Other Browsers",2013,2013,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/146589/apache-virtual-host-issue?r=SearchResults,Cannot configure a sub-domain in Apache,2010,2010,,,,,,,,,,,,,,
MySQL,http://serverfault.com/questions/222206/extreme-slowness-with-a-remote-database-in-drupal,extreme slowness with a remote database in drupal,2011,2011,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/936267/client-denied-by-server-configuration-on-apache-2-4,Client denied by server configuration on Apache 2.4,2018,2022,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/21345022/hadoop-is-not-showing-my-job-in-the-job-tracker-even-though-it-is-running/21355549#21355549,Hadoop is not showing my job in the job tracker even though it is running,2014,2015,,,,,,,,,,,,,,
